!!SBtab TableID='ParameterData' TableType='Quantity'										
!QuantityType	!Compound	!Reaction	!Unit	!Median	!Mean	!Std	!Lower	!Upper	!Compound:Identifiers:kegg.compound	!Reaction:Identifiers:kegg.reaction
catalytic rate constant geometric mean		R_PFK	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_PGM	1/s	NaN	NaN	NaN	1e-07	10000		R01518
catalytic rate constant geometric mean		R_CYTBO3_4pp	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_EAR141x	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_EAR181x	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_TPI	1/s	NaN	NaN	NaN	1e-07	10000		R01015
catalytic rate constant geometric mean		R_RPI	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_3OAR120	1/s	NaN	NaN	NaN	1e-07	10000		R04964
catalytic rate constant geometric mean		R_3HAD80	1/s	NaN	NaN	NaN	1e-07	10000		R04537
catalytic rate constant geometric mean		R_3HAD120	1/s	NaN	NaN	NaN	1e-07	10000		R04965
catalytic rate constant geometric mean		R_EAR180x	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_AKGtex	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_SO4t2pp	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_EAR180y	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_ACONTb	1/s	NaN	NaN	NaN	1e-07	10000		R01900
catalytic rate constant geometric mean		R_3HAD161	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_SUCDi	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_ASNS1	1/s	NaN	NaN	NaN	1e-07	10000		R00578
catalytic rate constant geometric mean		R_EAR80y	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_EAR120y	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_3OAR181	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_3HAD121	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_EX_o2_e	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_EAR140x	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_3OAS181	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_3OAS140	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_3OAR140	1/s	NaN	NaN	NaN	1e-07	10000		R04566
catalytic rate constant geometric mean		R_EAR160y	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_3OAR160	1/s	NaN	NaN	NaN	1e-07	10000		R04543
catalytic rate constant geometric mean		R_3HAD181	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_EAR100y	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_3OAR141	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_3OAR161	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_3HAD141	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_EAR121x	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_ACONTa	1/s	NaN	NaN	NaN	1e-07	10000		R01325
catalytic rate constant geometric mean		R_3HAD40	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_3OAS60	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_3OAS160	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_3OAR60	1/s	NaN	NaN	NaN	1e-07	10000		R04953
catalytic rate constant geometric mean		R_3OAR80	1/s	NaN	NaN	NaN	1e-07	10000		R04536
catalytic rate constant geometric mean		R_EAR100x	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_EAR120x	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_EAR160x	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_EAR140y	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_3OAS121	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_3OAS80	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_3OAS100	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_3OAS120	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_3OAR40	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_3OAR100	1/s	NaN	NaN	NaN	1e-07	10000		R04534
catalytic rate constant geometric mean		R_3HAD60	1/s	NaN	NaN	NaN	1e-07	10000		R04954
catalytic rate constant geometric mean		R_3HAD100	1/s	NaN	NaN	NaN	1e-07	10000		R04535
catalytic rate constant geometric mean		R_3HAD140	1/s	NaN	NaN	NaN	1e-07	10000		R04568
catalytic rate constant geometric mean		R_3HAD160	1/s	NaN	NaN	NaN	1e-07	10000		R04544
catalytic rate constant geometric mean		R_EAR40x	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_EAR60y	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_EAR60x	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_EAR80x	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_3OAR180	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_3OAS180	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_3HAD180	1/s	NaN	NaN	NaN	1e-07	10000		R07764
catalytic rate constant geometric mean		R_NADH16pp	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_FA160ACPHi	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_FA120ACPHi	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_FA80ACPHi	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_FA140ACPHi	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_FA100ACPHi	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_ETOHtrpp	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_ACPPAT161	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_ACPPAT180	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_RNTR1c2	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_RNTR2c2	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_FLDR2	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_VPAMTr	1/s	NaN	NaN	NaN	1e-07	10000		R01215
catalytic rate constant geometric mean		R_ACPPAT181	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_APH161	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_APH180	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_APH181	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_PIt2rpp	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_PItpp	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_SUCCt1pp	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_RBIO	1/s	NaN	NaN	NaN	1e-07	10000		
Michaelis constant	M_dhap_c	R_FBA	mM	NaN	NaN	NaN	1e-06	1000	C00111	R01068
Michaelis constant	M_dhap_c	R_G3PD2	mM	0.028491234	0.17	1	1e-06	1000	C00111	R00844
Michaelis constant	M_dhap_c	R_TPI	mM	NaN	NaN	NaN	1e-06	1000	C00111	R01015
Michaelis constant	M_dhap_c	R_RBIO	mM	NaN	NaN	NaN	1e-06	1000	C00111	
Michaelis constant	M_prbatp_c	R_ATPPRT	mM	NaN	NaN	NaN	1e-06	1000	C02739	R01071
Michaelis constant	M_prbatp_c	R_PRATPP	mM	NaN	NaN	NaN	1e-06	1000	C02739	R04035
Michaelis constant	M_10fthf_c	R_GARFT	mM	0.0065637458	0.08115	1	1e-06	1000	C00234	R04325
Michaelis constant	M_10fthf_c	R_MTHFC	mM	NaN	NaN	NaN	1e-06	1000	C00234	R01655
Michaelis constant	M_10fthf_c	R_AICART	mM	NaN	NaN	NaN	1e-06	1000	C00234	R04560
Michaelis constant	M_co2_e	R_EX_co2_e	mM	NaN	NaN	NaN	1e-06	1000	C00011	
Michaelis constant	M_co2_e	R_PPC	mM	0.035465523	0.19	1	NaN	NaN	C00011	R00345
Michaelis constant	M_co2_e	R_CO2tex	mM	NaN	NaN	NaN	1e-06	1000	C00011	
Michaelis constant	M_akg_e	R_ASPTA	mM	0.4959376	0.7962	1	NaN	NaN	C00026	R00355
Michaelis constant	M_akg_e	R_ILETA	mM	1.4339745	1.6711111	1	NaN	NaN	C00026	R02199
Michaelis constant	M_akg_e	R_VALTA	mM	1.4339745	1.6711111	1	NaN	NaN	C00026	R01214
Michaelis constant	M_akg_e	R_LEUTAi	mM	1.4339745	1.6711111	1	NaN	NaN	C00026	R01090
Michaelis constant	M_akg_e	R_EX_akg_e	mM	NaN	NaN	NaN	1e-06	1000	C00026	
Michaelis constant	M_akg_e	R_PHETA1	mM	1.1112346	1.3742857	1	NaN	NaN	C00026	R00694
Michaelis constant	M_akg_e	R_ACOTA	mM	2.3211917	2.5	1	NaN	NaN	C00026	R02283
Michaelis constant	M_akg_e	R_GLUDy	mM	0.015015839	0.123	1	NaN	NaN	C00026	R00248
Michaelis constant	M_akg_e	R_TYRTA	mM	1.1112346	1.3742857	1	NaN	NaN	C00026	R00734
Michaelis constant	M_akg_e	R_GLUSy	mM	0.015015839	0.123	1	NaN	NaN	C00026	R00114
Michaelis constant	M_akg_e	R_AKGtex	mM	NaN	NaN	NaN	1e-06	1000	C00026	
Michaelis constant	M_2pg_c	R_ENO	mM	NaN	NaN	NaN	1e-06	1000	C00631	R00658
Michaelis constant	M_2pg_c	R_GLYCK2	mM	NaN	NaN	NaN	1e-06	1000	C00631	R08572
Michaelis constant	M_2pg_c	R_PGM	mM	NaN	NaN	NaN	1e-06	1000	C00631	R01518
Michaelis constant	M_13dpg_c	R_PGK	mM	NaN	NaN	NaN	1e-06	1000	C00236	R01512
Michaelis constant	M_13dpg_c	R_GAPD	mM	NaN	NaN	NaN	1e-06	1000	C00236	R01061
Michaelis constant	M_prbamp_c	R_PRATPP	mM	NaN	NaN	NaN	1e-06	1000	C02741	R04035
Michaelis constant	M_prbamp_c	R_PRAMPC	mM	NaN	NaN	NaN	1e-06	1000	C02741	R04037
Michaelis constant	M_fpram_c	R_DHORTS	mM	0.17073688	0.4312	1	NaN	NaN		R01993
Michaelis constant	M_fpram_c	R_G5SD	mM	2.0028063	2.2	1	NaN	NaN		R03313
Michaelis constant	M_fpram_c	R_RBK	mM	0.00019691506	0.014033333	1	NaN	NaN		
Michaelis constant	M_fpram_c	R_ILETA	mM	0.93631161	1.2133333	1	NaN	NaN		R02199
Michaelis constant	M_fpram_c	R_VALTA	mM	2.7572666	2.915	1	NaN	NaN		R01214
Michaelis constant	M_fpram_c	R_ANS	mM	0.12193901	0.36	1	NaN	NaN		R00986
Michaelis constant	M_fpram_c	R_LEUTAi	mM	1.4219244	1.66	1	NaN	NaN		R01090
Michaelis constant	M_fpram_c	R_IPMD	mM	0.010964723	0.105	1	NaN	NaN		R04426
Michaelis constant	M_fpram_c	R_AIRC3	mM	0.00051062961	0.0226	1	NaN	NaN		R07405
Michaelis constant	M_fpram_c	R_TMDS	mM	0.00081885085	0.028621429	1	NaN	NaN		R02101
Michaelis constant	M_fpram_c	R_GHMT2r	mM	0.39538218	0.69368421	1	NaN	NaN		R00945
Michaelis constant	M_fpram_c	R_CTPS2	mM	0.097121728	0.3193	1	NaN	NaN		R00573
Michaelis constant	M_fpram_c	R_ACODA	mM	1.8389034	2.0466667	1	NaN	NaN		R00669
Michaelis constant	M_fpram_c	R_DAPE	mM	0.08256558	0.29333333	1	NaN	NaN		R02735
Michaelis constant	M_fpram_c	R_HSK	mM	11.311221	11.355	1	NaN	NaN		R01771
Michaelis constant	M_fpram_c	R_HSST	mM	12.720411	12.759418	1	NaN	NaN		R01777
Michaelis constant	M_fpram_c	R_G3PD2	mM	0.043158619	0.21	1	NaN	NaN		R00844
Michaelis constant	M_fpram_c	R_GLUPRT	mM	38.329166	38.3422	1	NaN	NaN		R01072
Michaelis constant	M_fpram_c	R_SERAT	mM	0.012027453	0.11	1	NaN	NaN		R00586
Michaelis constant	M_fpram_c	R_CYSS	mM	4.8183615	4.917	1	NaN	NaN		R00897
Michaelis constant	M_fpram_c	R_DAPDC	mM	1.4652882	1.7	1	NaN	NaN		R00451
Michaelis constant	M_fpram_c	R_GARFT	mM	0.0068134277	0.082684211	1	NaN	NaN		R04325
Michaelis constant	M_fpram_c	R_PHETA1	mM	0.14580024	0.396	1	NaN	NaN		R00694
Michaelis constant	M_fpram_c	R_ACOTA	mM	1.0412852	1.31	1	NaN	NaN		R02283
Michaelis constant	M_fpram_c	R_PRAGSr	mM	0.07037978	0.27	1	NaN	NaN		R04144
Michaelis constant	M_fpram_c	R_PRFGS	mM	NaN	NaN	NaN	1e-06	1000		
Michaelis constant	M_fpram_c	R_CBPS	mM	1.8549685	2.0616615	1	NaN	NaN		R00575
Michaelis constant	M_fpram_c	R_HSDy	mM	3.7784061	3.9006	1	NaN	NaN		R01775
Michaelis constant	M_fpram_c	R_CYSTL	mM	1.0745873	1.3406129	1	NaN	NaN		R01286
Michaelis constant	M_fpram_c	R_SHSL1	mM	0.26359618	0.54828571	1	NaN	NaN		R03260
Michaelis constant	M_fpram_c	R_METS	mM	0.0018046209	0.0425	1	NaN	NaN		R00946
Michaelis constant	M_fpram_c	R_PRASCSi	mM	1.0304112	1.3	1	NaN	NaN		R04591
Michaelis constant	M_fpram_c	R_THDPS	mM	0.00044090279	0.021	1	NaN	NaN		R04365
Michaelis constant	M_fpram_c	R_THRD_L	mM	57.324614	57.333333	1	NaN	NaN		R00996
Michaelis constant	M_fpram_c	R_TYRTA	mM	0.21275274	0.4864	1	NaN	NaN		R00734
Michaelis constant	M_fpram_c	R_GLUSy	mM	0.060633906	0.25	1	NaN	NaN		R00114
Michaelis constant	M_fpram_c	R_MTHFR2	mM	0.0066041168	0.0814	1	NaN	NaN		R07168
Michaelis constant	M_fpram_c	R_GLNS	mM	4.8010399	4.9	1	NaN	NaN		R00253
Michaelis constant	M_fpram_c	R_PRAIS	mM	NaN	NaN	NaN	1e-06	1000		
Michaelis constant	M_fpram_c	R_ACONTb	mM	5.9993949	6.08	1	NaN	NaN		R01900
Michaelis constant	M_fpram_c	R_ASNS1	mM	1.6744911	1.8936364	1	NaN	NaN		R00578
Michaelis constant	M_fpram_c	R_ACONTa	mM	5.9993949	6.08	1	NaN	NaN		R01325
Michaelis constant	M_thr__L_c	R_THRS	mM	NaN	NaN	NaN	1e-06	1000	C00188	R01466
Michaelis constant	M_thr__L_c	R_THRD_L	mM	NaN	NaN	NaN	1e-06	1000	C00188	R00996
Michaelis constant	M_thr__L_c	R_RBIO	mM	NaN	NaN	NaN	1e-06	1000	C00188	
Michaelis constant	M_fum_p	R_FUM	mM	0.31167767	0.60333333	1	NaN	NaN	C00122	R01082
Michaelis constant	M_fum_p	R_FUMt2_2pp	mM	NaN	NaN	NaN	1e-06	1000	C00122	
Michaelis constant	M_fum_p	R_FUMtex	mM	NaN	NaN	NaN	1e-06	1000	C00122	
Michaelis constant	M_flxr_c	R_RNTR1c2	mM	NaN	NaN	NaN	1e-06	1000		
Michaelis constant	M_flxr_c	R_RNTR2c2	mM	NaN	NaN	NaN	1e-06	1000		
Michaelis constant	M_flxr_c	R_FLDR2	mM	NaN	NaN	NaN	1e-06	1000		
Michaelis constant	M_gln__L_e	R_EX_gln__L_e	mM	NaN	NaN	NaN	1e-06	1000	C00064	
Michaelis constant	M_gln__L_e	R_GLNtex	mM	NaN	NaN	NaN	1e-06	1000	C00064	
Michaelis constant	M_3ohexACP_c	R_3OAS60	mM	NaN	NaN	NaN	1e-06	1000	C05746	
Michaelis constant	M_3ohexACP_c	R_3OAR60	mM	NaN	NaN	NaN	1e-06	1000	C05746	R04953
Michaelis constant	M_3ocddec5eACP_c	R_3OAR121	mM	NaN	NaN	NaN	1e-06	1000		
Michaelis constant	M_3ocddec5eACP_c	R_3OAS121	mM	NaN	NaN	NaN	1e-06	1000		
Michaelis constant	M_r5p_c	R_RBK	mM	NaN	NaN	NaN	1e-06	1000	C03736	
Michaelis constant	M_r5p_c	R_TKT1	mM	NaN	NaN	NaN	1e-06	1000	C03736	
Michaelis constant	M_r5p_c	R_PRPPS	mM	NaN	NaN	NaN	1e-06	1000	C03736	
Michaelis constant	M_r5p_c	R_RPI	mM	NaN	NaN	NaN	1e-06	1000	C03736	
Michaelis constant	M_akg_c	R_ICDHyr	mM	NaN	NaN	NaN	1e-06	1000	C00026	R00267
Michaelis constant	M_akg_c	R_ALATA_L	mM	NaN	NaN	NaN	1e-06	1000	C00026	R00258
Michaelis constant	M_akg_c	R_ASPTA	mM	NaN	NaN	NaN	1e-06	1000	C00026	R00355
Michaelis constant	M_akg_c	R_ILETA	mM	NaN	NaN	NaN	1e-06	1000	C00026	R02199
Michaelis constant	M_akg_c	R_VALTA	mM	NaN	NaN	NaN	1e-06	1000	C00026	R01214
Michaelis constant	M_akg_c	R_LEUTAi	mM	NaN	NaN	NaN	1e-06	1000	C00026	R01090
Michaelis constant	M_akg_c	R_SDPTA	mM	NaN	NaN	NaN	1e-06	1000	C00026	R04475
Michaelis constant	M_akg_c	R_AKGDH	mM	NaN	NaN	NaN	1e-06	1000	C00026	R08549
Michaelis constant	M_akg_c	R_PHETA1	mM	NaN	NaN	NaN	1e-06	1000	C00026	R00694
Michaelis constant	M_akg_c	R_ACOTA	mM	NaN	NaN	NaN	1e-06	1000	C00026	R02283
Michaelis constant	M_akg_c	R_PSERT	mM	NaN	NaN	NaN	1e-06	1000	C00026	R04173
Michaelis constant	M_akg_c	R_AKGt2rpp	mM	NaN	NaN	NaN	1e-06	1000	C00026	
Michaelis constant	M_akg_c	R_GLUDy	mM	NaN	NaN	NaN	1e-06	1000	C00026	R00248
Michaelis constant	M_akg_c	R_HSTPT	mM	NaN	NaN	NaN	1e-06	1000	C00026	R03243
Michaelis constant	M_akg_c	R_TYRTA	mM	NaN	NaN	NaN	1e-06	1000	C00026	R00734
Michaelis constant	M_akg_c	R_GLUSy	mM	NaN	NaN	NaN	1e-06	1000	C00026	R00114
Michaelis constant	M_ac_c	R_ACKr	mM	NaN	NaN	NaN	1e-06	1000	C00033	R00315
Michaelis constant	M_ac_c	R_ACODA	mM	NaN	NaN	NaN	1e-06	1000	C00033	R00669
Michaelis constant	M_ac_c	R_CYSS	mM	NaN	NaN	NaN	1e-06	1000	C00033	R00897
Michaelis constant	M_ac_c	R_ACt2rpp	mM	NaN	NaN	NaN	1e-06	1000	C00033	
Michaelis constant	M_ac_c	R_RBIO	mM	NaN	NaN	NaN	1e-06	1000	C00033	
Michaelis constant	M_dca_c	R_AACPS8	mM	NaN	NaN	NaN	1e-06	1000		
Michaelis constant	M_dca_c	R_FA100ACPHi	mM	NaN	NaN	NaN	1e-06	1000		
Michaelis constant	M_citr__L_c	R_ARGSS	mM	NaN	NaN	NaN	1e-06	1000	C00327	R01954
Michaelis constant	M_citr__L_c	R_OCBT	mM	NaN	NaN	NaN	1e-06	1000	C00327	R01398
Michaelis constant	M_34hpp_c	R_PPND	mM	NaN	NaN	NaN	1e-06	1000	C01179	R01728
Michaelis constant	M_34hpp_c	R_TYRTA	mM	0.0010234761	0.032	1	1e-06	1000	C01179	R00734
Michaelis constant	M_pep_c	R_PPCK	mM	1.9574593	2.1575	1	1e-06	1000	C00074	R00341
Michaelis constant	M_pep_c	R_PYK	mM	NaN	NaN	NaN	1e-06	1000	C00074	R00200
Michaelis constant	M_pep_c	R_PSCVT	mM	0.94769091	1.2238297	1	1e-06	1000	C00074	R03460
Michaelis constant	M_pep_c	R_ENO	mM	NaN	NaN	NaN	1e-06	1000	C00074	R00658
Michaelis constant	M_pep_c	R_PPS	mM	NaN	NaN	NaN	1e-06	1000	C00074	R00199
Michaelis constant	M_pep_c	R_PPC	mM	0.12193901	0.36	1	1e-06	1000	C00074	R00345
Michaelis constant	M_pep_c	R_DDPA	mM	2.2548405	2.4372562	1	1e-06	1000	C00074	R01826
Michaelis constant	M_pep_c	R_GLCptspp	mM	NaN	NaN	NaN	1e-06	1000	C00074	
Michaelis constant	M_pep_c	R_FRUpts2pp	mM	NaN	NaN	NaN	1e-06	1000	C00074	
Michaelis constant	M_pep_c	R_RBIO	mM	NaN	NaN	NaN	1e-06	1000	C00074	
Michaelis constant	M_h_c	R_SHK3Dr	mM	NaN	NaN	NaN	1e-06	1000	C00080	R02413
Michaelis constant	M_h_c	R_DHORTS	mM	NaN	NaN	NaN	1e-06	1000	C00080	R01993
Michaelis constant	M_h_c	R_OMPDC	mM	NaN	NaN	NaN	1e-06	1000	C00080	R00965
Michaelis constant	M_h_c	R_G5SD	mM	NaN	NaN	NaN	1e-06	1000	C00080	R03313
Michaelis constant	M_h_c	R_CS	mM	NaN	NaN	NaN	1e-06	1000	C00080	R00351
Michaelis constant	M_h_c	R_ACALD	mM	NaN	NaN	NaN	1e-06	1000	C00080	R00228
Michaelis constant	M_h_c	R_PPA	mM	NaN	NaN	NaN	1e-06	1000	C00080	R00004
Michaelis constant	M_h_c	R_XYLK	mM	NaN	NaN	NaN	1e-06	1000	C00080	R01639
Michaelis constant	M_h_c	R_RBK	mM	NaN	NaN	NaN	1e-06	1000	C00080	
Michaelis constant	M_h_c	R_GLYK	mM	NaN	NaN	NaN	1e-06	1000	C00080	R00847
Michaelis constant	M_h_c	R_PYK	mM	NaN	NaN	NaN	1e-06	1000	C00080	R00200
Michaelis constant	M_h_c	R_GTHOr	mM	NaN	NaN	NaN	1e-06	1000	C00080	R00115
Michaelis constant	M_h_c	R_ACHBS	mM	NaN	NaN	NaN	1e-06	1000	C00080	R08648
Michaelis constant	M_h_c	R_ACLS	mM	NaN	NaN	NaN	1e-06	1000	C00080	R00226
Michaelis constant	M_h_c	R_ANS	mM	NaN	NaN	NaN	1e-06	1000	C00080	R00986
Michaelis constant	M_h_c	R_IGPS	mM	NaN	NaN	NaN	1e-06	1000	C00080	R03508
Michaelis constant	M_h_c	R_HCO3E	mM	NaN	NaN	NaN	1e-06	1000	C00080	R10092
Michaelis constant	M_h_c	R_IMPD	mM	NaN	NaN	NaN	1e-06	1000	C00080	R01130
Michaelis constant	M_h_c	R_PPS	mM	NaN	NaN	NaN	1e-06	1000	C00080	R00199
Michaelis constant	M_h_c	R_PGL	mM	NaN	NaN	NaN	1e-06	1000	C00080	R02035
Michaelis constant	M_h_c	R_IPMD	mM	NaN	NaN	NaN	1e-06	1000	C00080	R04426
Michaelis constant	M_h_c	R_ALCD2x	mM	NaN	NaN	NaN	1e-06	1000	C00080	R00754
Michaelis constant	M_h_c	R_MDH	mM	NaN	NaN	NaN	1e-06	1000	C00080	R00342
Michaelis constant	M_h_c	R_KARA1	mM	NaN	NaN	NaN	1e-06	1000	C00080	R04439
Michaelis constant	M_h_c	R_KARA2	mM	NaN	NaN	NaN	1e-06	1000	C00080	
Michaelis constant	M_h_c	R_ACCOAC	mM	NaN	NaN	NaN	1e-06	1000	C00080	R00742
Michaelis constant	M_h_c	R_KAS14	mM	NaN	NaN	NaN	1e-06	1000	C00080	R04355
Michaelis constant	M_h_c	R_ARGSS	mM	NaN	NaN	NaN	1e-06	1000	C00080	R01954
Michaelis constant	M_h_c	R_AGPR	mM	NaN	NaN	NaN	1e-06	1000	C00080	R03443
Michaelis constant	M_h_c	R_PPC	mM	NaN	NaN	NaN	1e-06	1000	C00080	R00345
Michaelis constant	M_h_c	R_CTPS2	mM	NaN	NaN	NaN	1e-06	1000	C00080	R00573
Michaelis constant	M_h_c	R_ADSS	mM	NaN	NaN	NaN	1e-06	1000	C00080	R01135
Michaelis constant	M_h_c	R_ASNS2	mM	NaN	NaN	NaN	1e-06	1000	C00080	R00483
Michaelis constant	M_h_c	R_ASPCT	mM	NaN	NaN	NaN	1e-06	1000	C00080	R01397
Michaelis constant	M_h_c	R_DHDPRy	mM	NaN	NaN	NaN	1e-06	1000	C00080	
Michaelis constant	M_h_c	R_HSK	mM	NaN	NaN	NaN	1e-06	1000	C00080	R01771
Michaelis constant	M_h_c	R_PPNDH	mM	NaN	NaN	NaN	1e-06	1000	C00080	R01373
Michaelis constant	M_h_c	R_TRDR	mM	NaN	NaN	NaN	1e-06	1000	C00080	R02016
Michaelis constant	M_h_c	R_MALS	mM	NaN	NaN	NaN	1e-06	1000	C00080	R00472
Michaelis constant	M_h_c	R_G3PD2	mM	NaN	NaN	NaN	1e-06	1000	C00080	R00844
Michaelis constant	M_h_c	R_GMPS2	mM	NaN	NaN	NaN	1e-06	1000	C00080	R01231
Michaelis constant	M_h_c	R_P5CR	mM	NaN	NaN	NaN	1e-06	1000	C00080	R01251
Michaelis constant	M_h_c	R_G5SADs	mM	NaN	NaN	NaN	1e-06	1000	C00080	R03314
Michaelis constant	M_h_c	R_HISTD	mM	NaN	NaN	NaN	1e-06	1000	C00080	R01158
Michaelis constant	M_h_c	R_DHDPS	mM	NaN	NaN	NaN	1e-06	1000	C00080	
Michaelis constant	M_h_c	R_PRPPS	mM	NaN	NaN	NaN	1e-06	1000	C00080	
Michaelis constant	M_h_c	R_PRATPP	mM	NaN	NaN	NaN	1e-06	1000	C00080	R04035
Michaelis constant	M_h_c	R_CYSS	mM	NaN	NaN	NaN	1e-06	1000	C00080	R00897
Michaelis constant	M_h_c	R_PAPSR	mM	NaN	NaN	NaN	1e-06	1000	C00080	R02021
Michaelis constant	M_h_c	R_ASAD	mM	NaN	NaN	NaN	1e-06	1000	C00080	R02291
Michaelis constant	M_h_c	R_DAPDC	mM	NaN	NaN	NaN	1e-06	1000	C00080	R00451
Michaelis constant	M_h_c	R_OCBT	mM	NaN	NaN	NaN	1e-06	1000	C00080	R01398
Michaelis constant	M_h_c	R_GARFT	mM	NaN	NaN	NaN	1e-06	1000	C00080	R04325
Michaelis constant	M_h_c	R_GLYCK2	mM	NaN	NaN	NaN	1e-06	1000	C00080	R08572
Michaelis constant	M_h_c	R_SULR	mM	NaN	NaN	NaN	1e-06	1000	C00080	R00858
Michaelis constant	M_h_c	R_PRAGSr	mM	NaN	NaN	NaN	1e-06	1000	C00080	R04144
Michaelis constant	M_h_c	R_PRFGS	mM	NaN	NaN	NaN	1e-06	1000	C00080	
Michaelis constant	M_h_c	R_AIRC2	mM	NaN	NaN	NaN	1e-06	1000	C00080	
Michaelis constant	M_h_c	R_GAPD	mM	NaN	NaN	NaN	1e-06	1000	C00080	R01061
Michaelis constant	M_h_c	R_G6PDH2r	mM	NaN	NaN	NaN	1e-06	1000	C00080	R00835
